Id,Keywords,Authors,Accesses,Journal,main_topic_15
2397,"['Coefficient of variation', 'Gini coefficient', 'Income inequality', '\n\\(\\ell _1\\) Norm', '\n\\(\\ell _2\\) Norm', 'Normalized norm index', 'Rawlsian index', 'Unequally distributed income', 'C43', 'D31', 'D63']",Joongyang Park & Youngsoon Kim,757,Journal of Economic Interaction and Coordination,Geography 2
2398,"['Life-course criminology', 'Fatherhood', 'Parenthood', 'Substance use', 'Desistance']",Ojmarrh Mitchell & Monica Landers,395,American Journal of Criminal Justice,Biomedicine
2399,"['Inborn errors of immunity', 'immune dysregulation', 'primary immunodeficiencies', 'autoinflammatory disorders']",Stuart G. Tangye,5746,Journal of Clinical Immunology,Psychology
2400,"['Saturation', 'Vegetation indices', 'Green Leaf Area Index', 'Biomass']",Andualem Aklilu Tesfaye & Berhan Gessesse Awoke,1430,Spatial Information Research,Economics
2401,"['Carbon capture and storage', 'Network design', 'Integer linear program', 'Fixed charge flow network']",Caleb Whitman & Sean Yaw,28,Optimization and Engineering,Education
2402,"['Citizen science', 'Invasive species', 'Participatory monitoring', '\nTubastraea spp.', 'SCUBA diving']","Augusto A. Machado, Athila A. Bertoncini & Luciano N. Santos",166,Journal of Coastal Conservation,Mathematics
2403,"['Sasa–Satsuma equation', 'Riemann–Hilbert problem', 'Spectral structure', 'Soliton structure']",Jianping Wu,0,Analysis and Mathematical Physics,Criminology and Crime Justice
2404,"['Wind speed prediction', 'Ensemble learning', 'Empirical mode decomposition', 'Permutation entropy', 'Artificial neural networks']",J. J. Ruiz-Aguilar,366,Neural Computing and Applications,Education
2405,"['Reactive synthesis', 'GR(1)', 'Specification language']",Shahar Maoz,102,Software and Systems Modeling,Computer Science
2406,"['Work-experience program', 'Employer-based', 'On-site job coach', 'Adults', 'Competitive salary', 'Vocational/labor force participation', 'Psychosocial/behavioral interventions', 'Work environment', 'Strengths-based', 'Employment']",Roy Peijen,61,Journal of Autism and Developmental Disorders,Psychology
2407,"['Children', 'Youth', 'Classroom incivility', 'Psychosocial well-being', 'Antisocial behavior']",Natalie Spadafora & Anthony A. Volk,119,School Mental Health,Psychology
2408,[],"Rong-Gen Cai, Shao-Jiang Wang, Su Yi & Jiang-Hao Yu",62,The European Physical Journal C,Computer Science
2409,"['Zero-inflated Poisson (ZIP)', 'Group-based trajectory model (GTM)', 'Prison visit']",Audrey Hickert,721,Journal of Quantitative Criminology,Computer Science
2410,"['Ne bis in idem', 'Double jeopardy', 'Organ trafficking', 'Human trafficking', 'Illicit organ removal']",Sylwia Gawronska & Kristof Van Assche,204,European Journal on Criminal Policy and Research,Education
2411,"['LGBTQ+', 'History', 'Gender', 'Sexual']",Cody Morris & Kaitlin Gabriele-Black,41,Behavior Analysis in Practice,Psychology
2412,"['Perfect electromagnetic conductor', 'Physical optics', 'Diffraction theory']",Yusuf Ziya Umul,0,Optical and Quantum Electronics,Philosophy
2413,"['State aid', 'Automotive industry', 'Electoral politics', 'Sectoral analysis', 'Zero-inflated models', 'H2', 'L5', 'L62', 'P16']",Marco Schito,608,"Journal of Industry, Competition and Trade",Biomedicine
2414,"['Compassion', 'Meditation', 'Compassion Cultivation Training', 'CCT', 'Mechanisms', 'Network analysis']",Pablo Roca & Carmelo Vazquez,481,Mindfulness,Computer Science
2415,"['cyanobacterial diversity', 'community structure', 'biological soil crusts', 'snowpack', 'niche selection']",Bingchang Zhang & Yongqing Zhang,13,Journal of Arid Land,Biomedicine
2416,"['Resilient Cities', '100 Resilient Cities', 'Climate change', 'Social inequalities', 'Resilient strategies']",Adriana Galderisi & Giada Limongi,1846,"City, Territory and Architecture",Economics
2417,"['Skills', 'Family centered', 'Behavior analysis', 'Collaboration']","Jessica L. Rohrer, Kimberly B. Marshall, Colleen Suzio & Mary Jane Weiss",103,Behavior Analysis in Practice,Geography 2
2418,[],Sudhaker Upadhyay,136,The European Physical Journal C,Education
2419,"['Memetic algorithm', 'Multi-objective optimization', 'Genetic programming', 'Local search']",Jiayu Liang,65,Neural Processing Letters,Education
2420,"['Australia', 'Firearm regulation', 'Interrupted time series', 'Methods']",Benjamin Ukert & Elena Andreyeva,813,Journal of Experimental Criminology,Mathematics
2421,"['Body image comparisons on SNS', 'Restrained eating', 'Body shame', 'Body appreciation', 'Body mass index', 'College women']","Liangshuang Yao, Gengfeng Niu & Xiaojun Sun",879,Sex Roles,Geography 2
2422,"['Beach morphodynamics', 'Sandy beaches', 'Storm events', 'Urban beaches']",Breylla Campos Carvalho & Josefa Varela Guerra,127,Journal of Coastal Conservation,Psychology
2423,"['Adaptive thinking', 'Bootstrap strategy', 'Contexts of discovery and justification', 'Division of labor', 'Evolutionary psychology', 'Heuristics']",Shunkichi Matsumoto,712,Biological Theory,Physics 2
2424,"['Testimony', 'Assertion', 'Perception', 'Conservatism', 'Liberalism', 'Inferentialism', 'Justification', 'Warrant', 'Entitlement', 'Scepticism']",Matthew Jope,242,Synthese,Mathematics
2425,"['Cities', 'Efficiency', 'Productivity', 'Nonparametric']",Caitlin T. O’Loughlin,505,Empirical Economics,Psychology 2
2426,"['Circle of Security', 'Parenting self-efficacy', 'Parental mentalizing', 'Parental depression']","Anne-Marie Maxwell, Catherine McMahon & Anna Huber",165,Journal of Child and Family Studies,Computer Science
2427,"['Social media', 'Technology', 'Terrorism', 'Online othering', 'Racism', 'Islam', 'Christchurch']",Ateeq Abdul Rauf,1500,Journal of Business Ethics,Psychology
2428,"['Depressive symptoms', 'Emotion regulation', 'Executive dysfunction', 'Reappraisal', 'Expressive suppression']","Qi Hui, Chong Yao & Xuqun You",76,Current Psychology,Computer Science
2429,"['Economic impact of research', 'Economic spin-offs of R&D', 'Economic footprint', 'Technology transfer', 'Co-creation of knowledge', 'Procurement of high technology', 'Case study']",Nathalie Taverdet-Popiolek,43,Journal of the Knowledge Economy,Geography 2
2430,"['Automatic sorting system', 'Camera', 'Computer vision', 'Pig size', 'Rotating mechanism']","Khin Dagon Win, Kikuhito Kawasue, Kumiko Yoshida & Geunho Lee",81,Artificial Life and Robotics,Computer Science
2431,"['Virtual reality ', 'Empathy', 'Embodied learning']",Carrie A. Elzie & Jacqueline Shaia,46,Medical Science Educator,Education
2432,"['Sustainable dairy farming', 'Animal welfare', 'Alternative feed', 'Organic and low-input farming', 'Consumer acceptance']",Simona Naspetti & Serena Mandolesi,1056,Agricultural and Food Economics,Economics
2433,"['Topography', 'Slope', 'Crime pattern theory', 'Geography of crime', 'Robbery']",Cory P. Haberman,476,Journal of Quantitative Criminology,Psychology
2434,[],Logan N. Riffle & Michelle L. Demaray,10,International Journal of Bullying Prevention,Biomedicine
2435,"['plane problem of the theory of elasticity', 'unilateral contact', 'variational statement of the problem', 'finite-element method', 'stresses', 'displacements', 'friction', 'specific weight']",N. A. Guk & N. L. Kozakova,9,Journal of Mathematical Sciences,Physics
2436,"['Sleep', 'Insomnia', 'Treatment', 'Non-pharmacological', 'Cognitive behavioral therapy', 'Comorbidity']","Ngan Yin Chan, Joey Wing Yan Chan & Yun Kwok Wing",100,Neurotherapeutics,Education
2437,"['Famous persons', 'Portuguese database', 'Celebrity norms']","Diogo Lima, Raquel Pinto & Pedro B. Albuquerque",146,Behavior Research Methods,Criminology and Crime Justice
2438,"['Support vector machines', 'Twin support vector machines', 'Linear programming', 'Unconstrained minimization problem', 'Generalized Newton-Armijo method', '00-01', '99-00']",H. Moosaei,132,Neural Processing Letters,Computer Science
2439,"['Neuro-evolution', 'Recurrent neural network', 'Machine learning', 'Random Forest', 'Linear Regression', 'Signal reconstruction']",Nadia Masood Khan,12,Neural Computing and Applications,Education
2440,"['Malaria', 'Transmission-blocking vaccine (TBV)', 'Acceptability', 'Bo', 'Sierra Leone']","Kaci D. McCoy, Caroline T. Weldon, Sadie J. Ryan & Rhoel R. Dinglasan",326,Malaria Journal,Psychology
2441,"['Psychological hardiness', 'Organizational climate', 'Police investigation', 'Criminal investigation procedure']",Ifeanyi Collins Umeoji,63,Journal of Police and Criminal Psychology,Education
2442,"['Repair', 'Axonal sprouting', 'Angiogenesis', 'BDNF', 'Striatum']","Shirin Z. Birjandi, Nora Abduljawad, Shyama Nair & S. Thomas Carmichael",623,Translational Stroke Research,Psychology 2
2443,"['Citizenship', 'Arrest', 'Criminal immigrant', 'Gender']",Deborah Sibila,566,American Journal of Criminal Justice,Computer Science
2444,"['Healthcare terminology', 'Interprofessional collaboration', 'Interprofessional education', 'Jargon', 'Simulation']","Shamara Nadarajah, Arden Azim, Derya Uzelli Yılmaz & Matthew Sibbald",279,BMC Medical Education,Geography 2
2445,"['Facultative mutualism', 'Toxicant', 'Stability', 'Persistence', 'Stochastic permanence and stability']",Debasis Mukherjee,15,International Journal of Applied and Computational Mathematics,Biomedicine
2446,"['Crime hot spots', 'Police', 'Hot spots policing', 'India crime', 'International crime']",David M. Mazeika,1081,Journal of Quantitative Criminology,Philosophy
2447,"['Education', 'Skills', 'Computers', 'Bangladesh', 'I23', 'I24', 'I26', 'O33']",Fahmida Khatun & Syed Yusuf Saadat,22,The Indian Journal of Labour Economics,Economics
2448,"['Atmospheric particulate matter', 'Carbonaceous aerosol', 'Optical and thermo-optical anlysis', 'Source apportionment']",D. Massabò & P. Prati,224,La Rivista del Nuovo Cimento,Philosophy
2449,"['Transformative planning practices', 'Territory-landscape', 'Situated planning processes', 'Self-sustainable local development', 'Planning vision and concepts']",Louis Albrechts,2021,"City, Territory and Architecture",Criminology and Crime Justice
2450,"['Stress', 'Social support', 'Computer-mediated communication', 'Social media']",Jude P. Mikal,0,Universal Access in the Information Society,Computer Science
2451,"['Lynch syndrome', '\nMSH2\n', 'Deletion', 'Founder mutation', 'Anticipation']","I. Kedar, S. Naftaly Nathan, I. Lagovsky, R. Tomashov-Matar, M. Goldenberg, L. Basel-Salmon & Y. Goldberg",44,Familial Cancer,Education
2452,"['solar energy', 'heat pump', 'energy storage', 'energy saving', 'thermal performance']","Haifei Chen, Yueyue Ling, Jie Fu, Yunjie Wang, Jie Yang & Lyulin Jiang",31,Journal of Thermal Science,Mathematics
2453,"['Liver cancer', 'Synonymous mutations', 'Codon usage', 'Gene expression', 'Translation']","Qun Li, Jian Li, Chun-peng Yu, Shuai Chang, Ling-ling Xie & Song Wang",157,BMC Cancer,Computer Science
2454,"['dark energy experiments', 'dark energy theory', 'quasars']",XiaoGang Zheng,8,"Science China Physics, Mechanics & Astronomy",Education
2455,[],Joe McGrath,145,"Crime, Law and Social Change",Computer Science
2456,"['Godavari delta', 'Resource areas', 'Natural coastal resources', 'Degradation']",M. Malathi,143,Journal of Coastal Conservation,Economics
2457,[],Masoud Seddighin & Mohammad Ghodsi,197,Social Choice and Welfare,Computer Science
2458,"['MOEA/D', 'Welding robot', 'Path planning', 'Multi-objective optimization problem', 'Adaptive decomposition method', 'Discrete reproduction']","Xin Zhou, Xuewu Wang & Xingsheng Gu",12,Neural Computing and Applications,Mathematics
2459,"['global cloud cover', 'climate change', 'remote sensing', 'MODIS', 'global change']","Kebiao Mao, Zijin Yuan, Zhiyuan Zuo & Chunyu Gao",143,Chinese Geographical Science,Physics
2460,"['MapReduce', 'Query Optimization', 'Data Partition', 'Learning to Tune']","Zhifei Pang, Sai Wu & Zhouzhenyan Hong",86,Knowledge and Information Systems,Geography
2461,"['Surface plasmon polaritons (SPPs)', 'Metal-insulator-metal (MIM)', 'Fabry–Perot nanocavity', 'Wavelength filter', 'Eigen mode expansion (EME) simulation']","Cao Dung Truong, Tai Nguyen Van & Bac Dang Hoai",0,Optical and Quantum Electronics,Criminology and Crime Justice
2462,"['DJI Phantom-3', 'Visible UAV', 'Semiarid deciduous forest', 'Track planning']",Francisco Flores-de-Santiago & Ranulfo Rodríguez-Sobreyra,234,Journal of Coastal Conservation,Psychology
2463,[],Lorenzo Natali,109,Critical Criminology,Geography 2
2464,"['Carnegie-Ames-Stanford Approach (CASA)', 'net primary productivity (NPP)', 'spatio-temporal dynamic', 'climate variation', 'grassland ecosystems']","Yangyang Liu, Qian Wang, Linjing Tong & Jianlong Li",75,Chinese Geographical Science,Geography 2
2465,"['Even matrix pencil', 'Palindromic matrix pencil', 'Hermitian matrix pencil', 'Symmetric matrix pencil', 'Skew-symmetric matrix pencil', 'Perturbation analysis', 'Generic perturbation', 'Low-rank perturbation', 'Additive decomposition of structured matrix pencils', 'Weierstraß canonical form', '15A22', '15A18', '15A21', '15B57']",Fernando De Terán,32,Foundations of Computational Mathematics,Philosophy
2466,"['Information and communication technology', 'Social work and social media', 'Social work', 'Working relationship', 'Clinical social work', 'Ecological systems framework', 'Technological acceptance model']"," Faye Mishna, Jane Sanders, Lin Fang, Andrea Greenblatt, Marion Bogo & Betsy Milne",507,Clinical Social Work Journal,Computer Science
2467,"['Urban territories', 'Educational environment', 'Urban planning', 'Urban nuclei', 'Urban regeneration']",Michele Valentino,1242,"City, Territory and Architecture",Education
2468,"['Problem solving', 'Choice-affluent', 'Thinking classrooms', 'Resources']",Michael Pruner & Peter Liljedahl,70,ZDM – Mathematics Education,Mathematics
2469,[],Hubert Lacoin,56,Communications in Mathematical Physics,Biomedicine
2470,"['Colorectal cancer', 'Randomized controlled trial', 'Genetic testing', 'Privacy', 'Confidentiality', 'Electronic medical record']",Sukh Makhnoon,62,Cancer Causes & Control,Education
2471,"['Coin recognition', 'Computer vision', 'Deep learning', 'Long short-term memory (LSTM)', 'RNN', 'CNN']",Yufeng Xiang & Wei Qi Yan,21,Multimedia Tools and Applications,Computer Science
2472,"['Malaria', 'Hemozoin', 'Beta-hematin', 'Pathogenesis', 'Methods', 'Comparative']",Trisha Dalapati,18,Current Clinical Microbiology Reports,Geography
2473,"['Sketchnoting', 'Visual representation', 'Assessment', 'SoTL', 'Ecology']",Ann M. Gansemer-Topf,70,Innovative Higher Education,Computer Science
2474,"['Biomedical industry', 'Interregional innovation networks', 'Centrality', 'Developed cities', 'Periphery']",Qin Ye & Xiaolei Xu,114,Scientometrics,Criminology and Crime Justice
2475,"['Perspective taking', 'Self-control', 'Disruptive behavior', 'Social-cognitive', 'Preventive intervention']","Karlijn Nijhof, Lysanne W. te Brinke & Juliette M. Liber",551,Research on Child and Adolescent Psychopathology,Geography 2
2476,[],Zoltán Tulipánt,179,The European Physical Journal C,Biomedicine
2477,[],Indranil Biswas,69,Communications in Mathematical Physics,Computer Science
2478,"['Telemedicine elective', 'Remote learning', 'Outpatient clinic', 'Coronavirus pandemic', 'COVID-19']","Alec M. Weber, Anoushka Dua, Kitae Chang, Hamsitha Jupalli, Farsha Rizwan & Abhishek Chouthai",354,BMC Medical Education,Psychology
2479,"['Multi-paradigm modeling', 'Model-driven engineering', 'Systems engineering', 'Cyber-physical systems']",Eugene Syriani,100,Software and Systems Modeling,Computer Science
2480,"['Ticks', 'Tick-borne diseases', 'Ectoparasites', 'Vectors', 'Pathogens', 'Transmission']",Tripti Negi & Kusum Arunachalam,58,Parasitology Research,Physics
2481,"['Compassion', 'Early childhood education', 'Intervention', 'Character strengths']",Kaisa Vuorinen & Lotta Uusitalo,1655,Early Childhood Education Journal,Physics
2482,[],"Abdelraheem M. Aly, Zehba A. S. Raizah & Sameh E. Ahmed",38,The European Physical Journal Special Topics,Education
